country_code,country,year,wage_gap_ratio_mean,raw_wage_gap_ratio_mean,wage_gap_ratio_median,raw_wage_gap_ratio_median,wage_gap_ratio_decile_1,raw_wage_gap_ratio_decile_1,wage_gap_ratio_decile_9,raw_wage_gap_ratio_decile_9
BRA,Brazil,2013,11.79939343,11.79939343,16.36363636,16.36363636,0.9013474475000294,0.0,8.462664059816007,0.0
BRA,Brazil,2014,12.83887062,12.83887062,16.66666667,16.66666667,0.6900866199999882,0.0,6.25,6.25
BRA,Brazil,2015,11.63160295,11.63160295,15.38461539,15.38461539,0.4788257925000039,0.0,5.714285714,5.714285714
BRA,Brazil,2016,8.815691445,8.815691445,14.28571429,14.28571429,0.2675649650000196,0.0,5.0,5.0
BRA,Brazil,2017,9.482170541,9.482170541,13.33333333,13.33333333,0.05630413750003527,0.0,7.213284459105807,0.0
BRA,Brazil,2018,9.505130601,9.505130601,10.66666667,10.66666667,-0.1549566900000059,0.0,6.900939558928258,0.0
BRA,Brazil,2019,8.974902007,8.974902007,6.666666667,6.666666667,-0.3662175174999902,0.0,4.761904762,4.761904762
BRA,Brazil,2020,8.358559657,8.358559657,6.25,6.25,-0.577478345,-0.577478345,10.0,10.0
BRA,Brazil,2021,7.387457195,7.387457195,9.090909091,9.090909091,-0.7887391725000157,0.0,4.0,4.0
BRA,Brazil,2022,9.011560557,9.011560557,11.11111111,11.11111111,-1.0,-1.0,5.651559958218172,0.0
BRA,Brazil,2023,8.788449246,8.788449246,10.0,10.0,,,9.090909091,9.090909091
BRA,Brazil,2024,5.314373434,5.314373434,,,,,3.333333333,3.333333333
CAN,Canada,1997,22.76449574,22.76449574,24.70588235,24.70588235,17.79177918,17.79177918,20.0,20.0
CAN,Canada,1998,23.15120815,23.15120815,24.85549133,24.85549133,18.88888889,18.88888889,18.35355286,18.35355286
CAN,Canada,1999,23.00278942,23.00278942,24.0,24.0,20.14374127,20.14374127,20.00499189,20.00499189
CAN,Canada,2000,23.39336881,23.39336881,23.875,23.875,21.11111111,21.11111111,21.088,21.088
CAN,Canada,2001,23.30641766,23.30641766,24.32457913,24.32457913,22.63157895,22.63157895,21.59615385,21.59615385
CAN,Canada,2002,22.1238294,22.1238294,24.0131579,24.0131579,21.56862745,21.56862745,21.12704309,21.12704309
CAN,Canada,2003,21.40184466,21.40184466,22.50234034,22.50234034,21.21212121,21.21212121,18.3006536,18.3006536
CAN,Canada,2004,20.68925275,20.68925275,22.71794872,22.71794872,20.0,20.0,17.63001035,17.63001035
CAN,Canada,2005,20.13391643,20.13391643,21.25,21.25,18.7125,18.7125,17.49861342,17.49861342
CAN,Canada,2006,20.75155372,20.75155372,21.47836539,21.47836539,18.0952381,18.0952381,18.7520312,18.7520312
CAN,Canada,2007,20.89448296,20.89448296,21.71752196,21.71752196,18.18181818,18.18181818,18.28521435,18.28521435
CAN,Canada,2008,21.20306664,21.20306664,20.68156425,20.68156425,19.60571924,19.60571924,20.45615694,20.45615694
CAN,Canada,2009,19.62402129,19.62402129,19.99566724,19.99566724,18.75,18.75,18.88144211,18.88144211
CAN,Canada,2010,19.29934989,19.29934989,20.16806723,20.16806723,16.66666667,16.66666667,17.58185247,17.58185247
CAN,Canada,2011,18.74217081,18.74217081,19.875,19.875,14.53344344,14.53344344,16.66666667,16.66666667
CAN,Canada,2012,18.5265915,18.5265915,20.15966047,20.15966047,16.0,16.0,16.66576396,16.66576396
CAN,Canada,2013,18.47757423,18.47757423,20.0,20.0,14.61748634,14.61748634,17.99791992,17.99791992
CAN,Canada,2014,18.3583841,18.3583841,17.58241758,17.58241758,15.38461539,15.38461539,17.01331115,17.01331115
CAN,Canada,2015,17.99712911,17.99712911,18.65384615,18.65384615,14.83018868,14.83018868,15.73195876,15.73195876
CAN,Canada,2016,17.69040345,17.69040345,18.19213313,18.19213313,13.61111111,13.61111111,16.0,16.0
CAN,Canada,2017,18.03417481,18.03417481,18.75580316,18.75580316,14.28571429,14.28571429,15.5057511,15.5057511
CAN,Canada,2018,17.3550548,17.3550548,18.44322344,18.44322344,13.94957983,13.94957983,15.89075712,15.89075712
CAN,Canada,2019,16.97332896,16.97332896,18.64645753,18.64645753,10.0,10.0,16.79273828,16.79273828
CAN,Canada,2020,15.90400787,15.90400787,17.57290529,17.57290529,10.0,10.0,16.08181818,16.08181818
CAN,Canada,2021,15.84975038,15.84975038,16.66666667,16.66666667,9.90990991,9.90990991,16.71073506,16.71073506
CAN,Canada,2022,16.26509369,16.26509369,17.14285714,17.14285714,11.28571429,11.28571429,18.25096673,18.25096673
CAN,Canada,2023,16.20368533,16.20368533,16.13636364,16.13636364,11.4829932,11.4829932,19.24,19.24
CAN,Canada,2024,15.65695904,15.65695904,16.49782923,16.49782923,10.31578947,10.31578947,18.51386749,18.51386749
CHE,Switzerland,1996,27.49726425,27.49726425,25.47202797,25.47202797,24.975,24.975,29.42167913,29.42167913
CHE,Switzerland,1998,26.4995044,26.4995044,24.12242781,24.12242781,23.5804612,23.5804612,28.3931832,28.3931832
CHE,Switzerland,2000,26.84933379,26.84933379,23.78714118,23.78714118,23.15128081,23.15128081,28.48961367,28.48961367
CHE,Switzerland,2002,25.57410763,25.57410763,22.80161943,22.80161943,22.27619709,22.27619709,27.49930767,27.49930767
CHE,Switzerland,2004,24.80708844,24.80708844,22.012478,22.012478,19.50321987,19.50321987,26.81498829,26.81498829
CHE,Switzerland,2006,24.49472211,24.49472211,21.31813213,21.31813213,19.51823503,19.51823503,26.10977288,26.10977288
CHE,Switzerland,2008,25.04444653,25.04444653,21.30750605,21.30750605,19.40659341,19.40659341,26.14980289,26.14980289
CHE,Switzerland,2010,23.68804242,23.68804242,20.05359536,20.05359536,19.26565875,19.26565875,24.94785817,24.94785817
CHE,Switzerland,2012,24.78163868,24.78163868,19.34352644,19.34352644,28.03176647,28.03176647,24.04252111,24.04252111
CHE,Switzerland,2014,20.7800286,20.7800286,16.94074284,16.94074284,21.58829676,21.58829676,20.83564137,20.83564137
CHE,Switzerland,2016,18.4929469,18.4929469,14.76237207,14.76237207,14.86569613,14.86569613,19.99844067,19.99844067
CHE,Switzerland,2018,18.39330941,18.39330941,15.09564735,15.09564735,14.28571429,14.28571429,20.22522523,20.22522523
CHE,Switzerland,2020,17.79303742,17.79303742,13.8025469,13.8025469,13.60064477,13.60064477,18.63623018,18.63623018
CHE,Switzerland,2021,,,15.23792156,15.23792156,,,11.56820847,11.56820847
CHE,Switzerland,2022,15.42550091,15.42550091,12.06709957,12.06709957,11.52847153,11.52847153,16.10457139,16.10457139
CHE,Switzerland,2023,16.727208934318696,0.0,,,,,,
CHL,Chile,1998,18.30393238,18.30393238,14.28571429,14.28571429,14.28571429,14.28571429,12.5,12.5
CHL,Chile,2000,12.82599321,12.82599321,6.0729,6.0729,12.9195,12.9195,9.7983,9.7983
CHL,Chile,2003,11.84948434,11.84948434,1.683183892,1.683183892,11.11111111,11.11111111,6.8,6.8
CHL,Chile,2006,8.566773198,8.566773198,5.555555556,5.555555556,7.834101383,7.834101383,10.001377377725817,0.0
CHL,Chile,2009,13.35250484,13.35250484,9.090909091,9.090909091,12.32876712,12.32876712,7.692307692,7.692307692
CHL,Chile,2011,13.08551538,13.08551538,16.0,16.0,11.76470588,11.76470588,7.894736842,7.894736842
CHL,Chile,2013,15.96968668,15.96968668,10.66666667,10.66666667,12.0,12.0,11.11111111,11.11111111
CHL,Chile,2015,14.59520155,14.59520155,14.28571429,14.28571429,16.66666667,16.66666667,15.0,15.0
CHL,Chile,2017,10.65840922,10.65840922,12.5,12.5,10.11235955,10.11235955,9.090909091,9.090909091
CHL,Chile,2020,14.83171859,14.83171859,8.596458333,8.596458333,20.0,20.0,13.33333333,13.33333333
CHL,Chile,2021,16.06367699,16.06367699,10.91889176,10.91889176,23.88010322,23.88010322,10.16377482,10.16377482
CHL,Chile,2022,19.72992693,19.72992693,15.36705037,15.36705037,32.84248655,32.84248655,17.89662977,17.89662977
CHL,Chile,2023,18.8593827,18.8593827,13.5932483,13.5932483,27.09966747,27.09966747,15.25196002,15.25196002
COL,Colombia,2007,10.62042764,10.62042764,7.51312336,7.51312336,42.85714286,42.85714286,1.779835722,1.779835722
COL,Colombia,2008,11.03785067,11.03785067,10.81395349,10.81395349,42.85714286,42.85714286,0.353178612,0.353178612
COL,Colombia,2009,10.22112901,10.22112901,10.0,10.0,47.36842105,47.36842105,0.837438426,0.837438426
COL,Colombia,2010,13.96253308,13.96253308,12.66149871,12.66149871,50.0,50.0,3.896103896,3.896103896
COL,Colombia,2011,10.60217166,10.60217166,12.63780488,12.63780488,40.0,40.0,-1.735064935,-1.735064935
COL,Colombia,2012,12.91111885,12.91111885,14.49768519,14.49768519,44.44444444,44.44444444,1.183333335,1.183333335
COL,Colombia,2013,9.749305064,9.749305064,13.59255567,13.59255567,37.5,37.5,-4.0,-4.0
COL,Colombia,2014,14.91505387,14.91505387,14.77266667,14.77266667,44.61538462,44.61538462,3.703703702,3.703703702
COL,Colombia,2015,11.44422481,11.44422481,14.24535916,14.24535916,44.0,44.0,0.744416873,0.744416873
COL,Colombia,2016,9.850291028,9.850291028,12.75530769,12.75530769,33.33333333,33.33333333,1.195652174,1.195652174
COL,Colombia,2017,8.871017801,8.871017801,11.25134935,11.25134935,40.28365265,40.28365265,-2.456140351,-2.456140351
COL,Colombia,2018,6.510817966,6.510817966,10.62886254,10.62886254,39.64285714,39.64285714,-3.333333333,-3.333333333
COL,Colombia,2019,7.930337471,7.930337471,9.385588986,9.385588986,37.5,37.5,-3.461538462,-3.461538462
COL,Colombia,2020,2.461095933,2.461095933,2.963954082,2.963954082,22.94444445,22.94444445,-11.11111111,-11.11111111
COL,Colombia,2021,2.092951817,2.092951817,3.340506579,3.340506579,30.55555556,30.55555556,-11.65644172,-11.65644172
COL,Colombia,2022,0.100390482,0.100390482,1.858736057,1.858736057,14.28571429,14.28571429,-6.807511737,-6.807511737
COL,Colombia,2023,1.656794958,1.656794958,1.945525292,1.945525292,17.5,17.5,,
COL,Colombia,2024,0.325865819,0.325865819,0.588235299,0.588235299,11.11111111,11.11111111,,
CRI,Costa Rica,2010,11.94730418,11.94730418,9.333333332,9.333333332,30.79584775,30.79584775,-5.811258278,-5.811258278
CRI,Costa Rica,2011,12.3461108,12.3461108,9.723076922,9.723076922,33.33333334,33.33333334,3.250099579239759,0.0
CRI,Costa Rica,2012,13.81799727,13.81799727,10.08928571,10.08928571,43.98148148,43.98148148,1.06544901,1.06544901
CRI,Costa Rica,2013,11.87705239,11.87705239,9.722222223,9.722222223,48.45360825,48.45360825,5.982905983,5.982905983
CRI,Costa Rica,2014,16.10180941,16.10180941,12.30769231,12.30769231,41.70040486,41.70040486,7.692307692,7.692307692
CRI,Costa Rica,2015,12.61810824,12.61810824,9.090909091,9.090909091,37.2,37.2,2.125506073,2.125506073
CRI,Costa Rica,2016,11.64236152,11.64236152,6.250000001,6.250000001,38.68613139,38.68613139,0.4291307999849323,0.0
CRI,Costa Rica,2017,11.69663626,11.69663626,6.586826348,6.586826348,36.80555555,36.80555555,6.666666666,6.666666666
CRI,Costa Rica,2018,11.27038396,11.27038396,8.450704225,8.450704225,35.5704698,35.5704698,-3.333333333,-3.333333333
CRI,Costa Rica,2019,11.9388829,11.9388829,6.529209622,6.529209622,35.78595318,35.78595318,4.767441861,4.767441861
CRI,Costa Rica,2020,5.774613713,5.774613713,3.030303029,3.030303029,23.2,23.2,-1.827644223418929,0.0
CRI,Costa Rica,2021,3.737903721,3.737903721,5.203619908,5.203619908,27.51677852,27.51677852,-4.0,-4.0
CRI,Costa Rica,2022,0.479212529,0.479212529,1.449275363,1.449275363,27.77777778,27.77777778,-11.42857143,-11.42857143
CRI,Costa Rica,2023,4.106446023,4.106446023,4.210524667,4.210524667,23.97660702,23.97660702,,
CRI,Costa Rica,2024,6.928988597,6.928988597,7.326731939,7.326731939,16.94444333,16.94444333,,
CYP,Cyprus,2002,32.65956141,32.65956141,31.39994632,31.39994632,28.66056178,28.66056178,35.18760225,35.18760225
CYP,Cyprus,2006,24.95357694,24.95357694,30.47830923,30.47830923,26.85827552,26.85827552,19.92347636,19.92347636
CYP,Cyprus,2010,20.76439116,20.76439116,24.60099064,24.60099064,16.7,16.7,18.10770751,18.10770751
CYP,Cyprus,2014,17.05336008,17.05336008,13.40923466,13.40923466,8.651685393,8.651685393,18.7332977,18.7332977
CYP,Cyprus,2018,16.12885436,16.12885436,15.87104774,15.87104774,7.368421053,7.368421053,11.30936042,11.30936042
CYP,Cyprus,2022,17.80542772,17.80542772,14.42093541,14.42093541,8.034849952,8.034849952,17.43578581,17.43578581
CYP,Cyprus,2023,17.66395805,17.66395805,14.99439572,14.99439572,8.165661009,8.165661009,17.741494,17.741494
CZE,Czechia,1996,19.05414047,19.05414047,18.28985624,18.28985624,12.93529926,12.93529926,20.19093498,20.19093498
CZE,Czechia,1997,20.54521369,20.54521369,18.42904374,18.42904374,14.39613708,14.39613708,25.23768535,25.23768535
CZE,Czechia,1998,22.356337792006343,0.0,,,,,,
CZE,Czechia,1999,23.20670605,23.20670605,19.03031426,19.03031426,14.37908261,14.37908261,27.24150683,27.24150683
CZE,Czechia,2000,22.069738848860823,0.0,,,,,,
CZE,Czechia,2001,21.92666932,21.92666932,16.87662164,16.87662164,13.68391791,13.68391791,26.41162655,26.41162655
CZE,Czechia,2002,21.76856344,21.76856344,15.95069783,15.95069783,12.16715382,12.16715382,25.08994126,25.08994126
CZE,Czechia,2003,21.72368357,21.72368357,15.63749732,15.63749732,12.17680877,12.17680877,25.22518883,25.22518883
CZE,Czechia,2004,21.44758461,21.44758461,16.14681968,16.14681968,12.41631684,12.41631684,24.35898097,24.35898097
CZE,Czechia,2005,21.25030322,21.25030322,15.93892946,15.93892946,11.8699044,11.8699044,24.68391147,24.68391147
CZE,Czechia,2006,20.87413545,20.87413545,15.3517662,15.3517662,10.1555771,10.1555771,24.71202382,24.71202382
CZE,Czechia,2007,21.07096022,21.07096022,16.93153188,16.93153188,10.81186796,10.81186796,24.68706902,24.68706902
CZE,Czechia,2008,22.32653889,22.32653889,17.87301988,17.87301988,12.40912309,12.40912309,25.44136216,25.44136216
CZE,Czechia,2009,21.50323884,21.50323884,15.10501796,15.10501796,10.30253981,10.30253981,23.93595136,23.93595136
CZE,Czechia,2010,21.2487647,21.2487647,15.79850307,15.79850307,10.25070462,10.25070462,24.45315616,24.45315616
