STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2002,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2008,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2009,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2011,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2012,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2013,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,HUN,Hungary,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,ISL,Iceland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2022,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1984,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1986,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1987,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1988,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1989,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1990,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1991,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,LVA,Latvia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2002,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,LVA,Latvia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2006,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,LTU,Lithuania,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2023,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1984,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1985,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1986,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1987,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1988,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1989,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1990,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1991,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1992,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1993,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1994,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1995,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1996,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,NZL,New Zealand,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2021,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1980,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1981,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1982,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1983,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1984,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1985,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1986,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1987,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1988,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1989,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1990,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1991,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1992,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1993,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1994,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,1997,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2000,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2003,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2005,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2007,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2009,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2011,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,POL,Poland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2013,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,CHE,Switzerland,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2023,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,TUR,Türkiye,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2006,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,TUR,Türkiye,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2010,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,TUR,Türkiye,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEAN,Mean,_T,Total,2010,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,TUR,Türkiye,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,TUR,Türkiye,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2018,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2012,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2013,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2013,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,0,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.1),Gender wage gap,I,BRA,Brazil,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,0,,,,A,Normal value,0,Units,1,One
