STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,VARIABLE_CATEGORY,Variable category,SIGI_FRAMEWORK,SIGI Framework,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,POP_BASE,Population base,CALC_METHOD,Calculation method,SDG_SERIES,SDG indicator
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,COG,Congo,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CIV,Côte d’Ivoire,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CUB,Cuba,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,COD,Democratic Republic of the Congo,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DJI,Djibouti,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DMA,Dominica,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GNQ,Equatorial Guinea,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ERI,Eritrea,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SWZ,Eswatini,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,FJI,Fiji,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GAB,Gabon,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GMB,Gambia,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GRD,Grenada,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GIN,Guinea,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GNB,Guinea-Bissau,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GUY,Guyana,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,HND,Honduras,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,JAM,Jamaica,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,XKV,Kosovo,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LAO,Lao People’s Democratic Republic,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LSO,Lesotho,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LBR,Liberia,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MDG,Madagascar,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MWI,Malawi,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MDV,Maldives,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MLT,Malta,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MRT,Mauritania,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MUS,Mauritius,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MOZ,Mozambique,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NAM,Namibia,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NPL,Nepal,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NER,Niger,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,OMN,Oman,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,PAN,Panama,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,PNG,Papua New Guinea,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,PRY,Paraguay,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,WSM,Samoa,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,STP,Sao Tome and Principe,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SEN,Senegal,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SYC,Seychelles,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SLE,Sierra Leone,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SLB,Solomon Islands,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SOM,Somalia,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SSD,South Sudan,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LKA,Sri Lanka,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SDN,Sudan,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SUR,Suriname,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SYR,Syrian Arab Republic,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,TLS,Timor-Leste,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,TGO,Togo,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,TKM,Turkmenistan,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ARE,United Arab Emirates,DF_HR_ATT_1,Perception that being a housewife is as fulfilling as working for pay,PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BEL,Belgium,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CRI,Costa Rica,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,IRL,Ireland,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ISR,Israel,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LUX,Luxembourg,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,AFG,Afghanistan,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,AGO,Angola,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ATG,Antigua and Barbuda,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BHS,Bahamas,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BHR,Bahrain,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BRB,Barbados,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BLZ,Belize,DF_HR_ATT_3,"Perception that when a mother works for pay, the children suffer",PT_POP,Percentage of population,Y_GE18,18 years or over,_T,Total,ATT,Attitudes,DF_HR,Household responsibilities,2023,,,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),,
