country,year,wage_gap
Brazil,1993,
Brazil,1994,
Brazil,1995,
Brazil,1996,
Brazil,1997,
Brazil,1998,
Brazil,1999,
Brazil,2000,
Brazil,2001,
Brazil,2002,
Brazil,2003,
Brazil,2004,
Brazil,2005,
Brazil,2006,
Brazil,2007,
Brazil,2008,
Brazil,2009,
Brazil,2010,
Brazil,2011,
Brazil,2012,11.64845192
Brazil,2013,11.79939343
Brazil,2014,12.83887062
Brazil,2015,11.63160295
Brazil,2016,8.815691445
Brazil,2017,9.482170541
Brazil,2018,9.505130601
Brazil,2019,8.974902007
Brazil,2020,8.358559657
Brazil,2021,7.387457195
Brazil,2022,9.011560557
Brazil,2023,8.788449246
Brazil,2024,5.314373434
Bulgaria,1970,
Bulgaria,1971,
Bulgaria,1972,
Bulgaria,1973,
Bulgaria,1974,
Bulgaria,1975,
Bulgaria,1976,
Bulgaria,1977,
Bulgaria,1978,
Bulgaria,1979,
Bulgaria,1980,
Bulgaria,1981,
Bulgaria,1982,
Bulgaria,1983,
Bulgaria,1984,
Bulgaria,1985,
Bulgaria,1986,
Bulgaria,1987,
Bulgaria,1988,
Bulgaria,1989,
Bulgaria,1990,
Bulgaria,1991,
Bulgaria,1992,
Bulgaria,1993,
Bulgaria,1994,
Bulgaria,1995,
Bulgaria,1996,
Bulgaria,1997,
Bulgaria,1998,
Bulgaria,1999,
Bulgaria,2000,
Bulgaria,2001,
Bulgaria,2002,18.18957531
Bulgaria,2003,
Bulgaria,2004,
Bulgaria,2005,
Bulgaria,2006,11.5588562
Bulgaria,2007,
Bulgaria,2008,
Bulgaria,2009,
Bulgaria,2010,14.31998628
Bulgaria,2011,
Bulgaria,2012,
Bulgaria,2013,
Bulgaria,2014,14.62438816
Bulgaria,2015,
Bulgaria,2016,
Bulgaria,2017,
Bulgaria,2018,14.51468555
Bulgaria,2019,
Bulgaria,2020,
Bulgaria,2021,
Bulgaria,2022,14.52622702
Bulgaria,2023,14.88625789
Bulgaria,2024,
Canada,1970,
Canada,1971,
Canada,1972,
Canada,1973,
Canada,1974,
Canada,1975,
Canada,1976,
Canada,1977,
Canada,1978,
Canada,1979,
Canada,1980,
Canada,1981,
Canada,1982,
Canada,1983,
Canada,1984,
Canada,1985,
Canada,1986,
Canada,1987,
Canada,1988,
Canada,1989,
Canada,1990,
Canada,1991,
Canada,1992,
Canada,1993,
Canada,1994,
Canada,1995,
Canada,1996,
Canada,1997,22.76449574
Canada,1998,23.15120815
Canada,1999,23.00278942
Canada,2000,23.39336881
Canada,2001,23.30641766
Canada,2002,22.1238294
Canada,2003,21.40184466
Canada,2004,20.68925275
Canada,2005,20.13391643
Canada,2006,20.75155372
Canada,2007,20.89448296
Canada,2008,21.20306664
Canada,2009,19.62402129
Canada,2010,19.29934989
Canada,2011,18.74217081
Canada,2012,18.5265915
Canada,2013,18.47757423
Canada,2014,18.3583841
Canada,2015,17.99712911
Canada,2016,17.69040345
Canada,2017,18.03417481
Canada,2018,17.3550548
Canada,2019,16.97332896
Canada,2020,15.90400787
Canada,2021,15.84975038
Canada,2022,16.26509369
Canada,2023,16.20368533
Canada,2024,15.65695904
Chile,1970,
Chile,1971,
Chile,1972,
Chile,1973,
Chile,1974,
Chile,1975,
Chile,1976,
Chile,1977,
Chile,1978,
Chile,1979,
Chile,1980,
Chile,1981,
Chile,1982,
Chile,1983,
Chile,1984,
Chile,1985,
Chile,1986,
Chile,1987,
Chile,1988,
Chile,1989,
Chile,1990,
Chile,1991,
Chile,1992,
Chile,1993,
Chile,1994,
Chile,1995,
Chile,1996,
Chile,1997,
Chile,1998,18.30393238
Chile,1999,
Chile,2000,12.82599321
Chile,2001,
Chile,2002,
Chile,2003,11.84948434
Chile,2004,
Chile,2005,
Chile,2006,8.566773198
Chile,2007,
Chile,2008,
Chile,2009,13.35250484
Chile,2010,
Chile,2011,13.08551538
Chile,2012,
Chile,2013,15.96968668
Chile,2014,
Chile,2015,14.59520155
Chile,2016,
Chile,2017,10.65840922
Chile,2018,
Chile,2019,
Chile,2020,14.83171859
Chile,2021,16.06367699
Chile,2022,19.72992693
Chile,2023,18.8593827
Chile,2024,
Colombia,1970,
Colombia,1971,
Colombia,1972,
Colombia,1973,
Colombia,1974,
Colombia,1975,
Colombia,1976,
Colombia,1977,
Colombia,1978,
Colombia,1979,
Colombia,1980,
Colombia,1981,
Colombia,1982,
Colombia,1983,
Colombia,1984,
Colombia,1985,
Colombia,1986,
Colombia,1987,
Colombia,1988,
Colombia,1989,
Colombia,1990,
Colombia,1991,
Colombia,1992,
Colombia,1993,
Colombia,1994,
Colombia,1995,
Colombia,1996,
Colombia,1997,
Colombia,1998,
Colombia,1999,
Colombia,2000,
Colombia,2001,
Colombia,2002,
Colombia,2003,
Colombia,2004,
Colombia,2005,
Colombia,2006,
Colombia,2007,10.62042764
Colombia,2008,11.03785067
Colombia,2009,10.22112901
Colombia,2010,13.96253308
Colombia,2011,10.60217166
Colombia,2012,12.91111885
Colombia,2013,9.749305064
Colombia,2014,14.91505387
Colombia,2015,11.44422481
Colombia,2016,9.850291028
Colombia,2017,8.871017801
Colombia,2018,6.510817966
Colombia,2019,7.930337471
Colombia,2020,2.461095933
Colombia,2021,2.092951817
Colombia,2022,0.100390482
Colombia,2023,1.656794958
Colombia,2024,0.325865819
Costa Rica,1970,
Costa Rica,1971,
Costa Rica,1972,
Costa Rica,1973,
Costa Rica,1974,
Costa Rica,1975,
Costa Rica,1976,
Costa Rica,1977,
Costa Rica,1978,
Costa Rica,1979,
Costa Rica,1980,
Costa Rica,1981,
Costa Rica,1982,
Costa Rica,1983,
Costa Rica,1984,
Costa Rica,1985,
Costa Rica,1986,
Costa Rica,1987,
Costa Rica,1988,
Costa Rica,1989,
Costa Rica,1990,
Costa Rica,1991,
Costa Rica,1992,
Costa Rica,1993,
Costa Rica,1994,
Costa Rica,1995,
Costa Rica,1996,
Costa Rica,1997,
Costa Rica,1998,
Costa Rica,1999,
Costa Rica,2000,
Costa Rica,2001,
Costa Rica,2002,
Costa Rica,2003,
Costa Rica,2004,
Costa Rica,2005,
Costa Rica,2006,
Costa Rica,2007,
Costa Rica,2008,
Costa Rica,2009,
Costa Rica,2010,11.94730418
Costa Rica,2011,12.3461108
Costa Rica,2012,13.81799727
Costa Rica,2013,11.87705239
Costa Rica,2014,16.10180941
Costa Rica,2015,12.61810824
Costa Rica,2016,11.64236152
Costa Rica,2017,11.69663626
Costa Rica,2018,11.27038396
Costa Rica,2019,11.9388829
Costa Rica,2020,5.774613713
Costa Rica,2021,3.737903721
Costa Rica,2022,0.479212529
Costa Rica,2023,4.106446023
Costa Rica,2024,6.928988597
Croatia,1970,
Croatia,1971,
Croatia,1972,
Croatia,1973,
Croatia,1974,
Croatia,1975,
Croatia,1976,
Croatia,1977,
Croatia,1978,
Croatia,1979,
Croatia,1980,
Croatia,1981,
Croatia,1982,
Croatia,1983,
Croatia,1984,
Croatia,1985,
Croatia,1986,
Croatia,1987,
Croatia,1988,
Croatia,1989,
Croatia,1990,
Croatia,1991,
Croatia,1992,
Croatia,1993,
Croatia,1994,
Croatia,1995,
Croatia,1996,
Croatia,1997,
Croatia,1998,
Croatia,1999,
Croatia,2000,
Croatia,2001,
Croatia,2002,
Croatia,2003,
Croatia,2004,
Croatia,2005,
Croatia,2006,
Croatia,2007,
Croatia,2008,
Croatia,2009,
Croatia,2010,6.443275959
Croatia,2011,
Croatia,2012,
Croatia,2013,
Croatia,2014,8.733275185
Croatia,2015,
Croatia,2016,
Croatia,2017,
Croatia,2018,11.42497247
Croatia,2019,
Croatia,2020,
Croatia,2021,
Croatia,2022,7.646547241
Croatia,2023,11.27624386
Croatia,2024,
Cyprus,1970,
Cyprus,1971,
Cyprus,1972,
Cyprus,1973,
Cyprus,1974,
Cyprus,1975,
Cyprus,1976,
Cyprus,1977,
Cyprus,1978,
Cyprus,1979,
Cyprus,1980,
Cyprus,1981,
Cyprus,1982,
Cyprus,1983,
Cyprus,1984,
Cyprus,1985,
Cyprus,1986,
Cyprus,1987,
Cyprus,1988,
Cyprus,1989,
Cyprus,1990,
Cyprus,1991,
Cyprus,1992,
Cyprus,1993,
Cyprus,1994,
Cyprus,1995,
Cyprus,1996,
Cyprus,1997,
Cyprus,1998,
Cyprus,1999,
Cyprus,2000,
Cyprus,2001,
Cyprus,2002,32.65956141
Cyprus,2003,
Cyprus,2004,
Cyprus,2005,
Cyprus,2006,24.95357694
Cyprus,2007,
Cyprus,2008,
Cyprus,2009,
Cyprus,2010,20.76439116
Cyprus,2011,
Cyprus,2012,
Cyprus,2013,
Cyprus,2014,17.05336008
Cyprus,2015,
Cyprus,2016,
Cyprus,2017,
Cyprus,2018,16.12885436
Cyprus,2019,
Cyprus,2020,
Cyprus,2021,
Cyprus,2022,17.80542772
Cyprus,2023,17.66395805
Cyprus,2024,
Czechia,1970,
Czechia,1971,
Czechia,1972,
Czechia,1973,
Czechia,1974,
Czechia,1975,
Czechia,1976,
Czechia,1977,
Czechia,1978,
Czechia,1979,
Czechia,1980,
Czechia,1981,
Czechia,1982,
Czechia,1983,
Czechia,1984,
Czechia,1985,
Czechia,1986,
Czechia,1987,
Czechia,1988,
Czechia,1989,
Czechia,1990,
Czechia,1991,
Czechia,1992,
Czechia,1993,
Czechia,1994,
Czechia,1995,
Czechia,1996,19.05414047
Czechia,1997,20.54521369
Czechia,1998,0.0
Czechia,1999,23.20670605
Czechia,2000,0.0
Czechia,2001,21.92666932
Czechia,2002,21.76856344
Czechia,2003,21.72368357
Czechia,2004,21.44758461
Czechia,2005,21.25030322
Czechia,2006,20.87413545
Czechia,2007,21.07096022
Czechia,2008,22.32653889
Czechia,2009,21.50323884
Czechia,2010,21.2487647
Czechia,2011,22.67867912
Czechia,2012,22.08637828
Czechia,2013,21.694343
Czechia,2014,21.93062145
Czechia,2015,21.87925556
Czechia,2016,21.06970217
Czechia,2017,20.72143003
Czechia,2018,19.94433636
Czechia,2019,18.79644324
Czechia,2020,16.4840446
Czechia,2021,15.21068859
Czechia,2022,17.7353458
Czechia,2023,17.73845231
Czechia,2024,18.12328024
Denmark,1970,
Denmark,1971,
Denmark,1972,
Denmark,1973,
Denmark,1974,
Denmark,1975,
Denmark,1976,
Denmark,1977,
Denmark,1978,
Denmark,1979,
Denmark,1980,
Denmark,1981,
Denmark,1982,
Denmark,1983,
Denmark,1984,
Denmark,1985,
Denmark,1986,
Denmark,1987,
Denmark,1988,
Denmark,1989,
Denmark,1990,
Denmark,1991,
Denmark,1992,
Denmark,1993,
Denmark,1994,
Denmark,1995,
Denmark,1996,
Denmark,1997,
Denmark,1998,
Denmark,1999,
Denmark,2000,
Denmark,2001,
Denmark,2002,14.59940588
Denmark,2003,13.75002848
Denmark,2004,14.15321932
Denmark,2005,15.02070759
Denmark,2006,14.95184061
Denmark,2007,14.60486237
Denmark,2008,14.58924173
Denmark,2009,13.99224343
Denmark,2010,11.983277
Denmark,2011,12.78885185
Denmark,2012,12.62362386
Denmark,2013,12.18378486
Denmark,2014,11.35600655
Denmark,2015,10.75408941
Denmark,2016,10.47011959
Denmark,2017,10.01975998
Denmark,2018,12.74981083
Denmark,2019,9.45677519
Denmark,2020,9.096764476
Denmark,2021,9.234754363
Denmark,2022,8.961374028
Denmark,2023,8.42383165
Denmark,2024,
Estonia,1970,
Estonia,1971,
Estonia,1972,
Estonia,1973,
Estonia,1974,
Estonia,1975,
Estonia,1976,
Estonia,1977,
Estonia,1978,
Estonia,1979,
Estonia,1980,
Estonia,1981,
Estonia,1982,
Estonia,1983,
Estonia,1984,
Estonia,1985,
Estonia,1986,
Estonia,1987,
Estonia,1988,
Estonia,1989,
Estonia,1990,
Estonia,1991,
Estonia,1992,
Estonia,1993,
Estonia,1994,
Estonia,1995,
Estonia,1996,
Estonia,1997,
Estonia,1998,
Estonia,1999,
Estonia,2000,
Estonia,2001,
Estonia,2002,27.19633936
Estonia,2003,
Estonia,2004,
Estonia,2005,
Estonia,2006,29.44421092
Estonia,2007,
Estonia,2008,
Estonia,2009,
Estonia,2010,28.84017498
Estonia,2011,
Estonia,2012,
Estonia,2013,
Estonia,2014,29.83578732
Estonia,2015,
Estonia,2016,
Estonia,2017,
Estonia,2018,24.01634462
Estonia,2019,
Estonia,2020,
Estonia,2021,
Estonia,2022,23.08254919
Estonia,2023,25.60711012
Estonia,2024,
European Union (19 countries) in OECD,1970,
European Union (19 countries) in OECD,1971,
European Union (19 countries) in OECD,1972,
European Union (19 countries) in OECD,1973,
European Union (19 countries) in OECD,1974,
European Union (19 countries) in OECD,1975,
European Union (19 countries) in OECD,1976,
European Union (19 countries) in OECD,1977,
European Union (19 countries) in OECD,1978,
European Union (19 countries) in OECD,1979,
European Union (19 countries) in OECD,1980,
European Union (19 countries) in OECD,1981,
European Union (19 countries) in OECD,1982,
European Union (19 countries) in OECD,1983,
European Union (19 countries) in OECD,1984,
European Union (19 countries) in OECD,1985,
European Union (19 countries) in OECD,1986,
European Union (19 countries) in OECD,1987,
European Union (19 countries) in OECD,1988,
European Union (19 countries) in OECD,1989,
European Union (19 countries) in OECD,1990,
European Union (19 countries) in OECD,1991,
European Union (19 countries) in OECD,1992,
European Union (19 countries) in OECD,1993,
European Union (19 countries) in OECD,1994,
European Union (19 countries) in OECD,1995,21.0908980181765
European Union (19 countries) in OECD,1996,20.9934595904118
European Union (19 countries) in OECD,1997,21.0446315897059
European Union (19 countries) in OECD,1998,21.1163294071176
European Union (19 countries) in OECD,1999,20.949428739
European Union (19 countries) in OECD,2000,21.0165002158235
European Union (19 countries) in OECD,2001,20.9361397681176
European Union (19 countries) in OECD,2002,21.0245015212982
European Union (19 countries) in OECD,2003,20.6059078074671
European Union (19 countries) in OECD,2004,20.0643123479945
European Union (19 countries) in OECD,2005,19.5049322881409
European Union (19 countries) in OECD,2006,18.9236383167316
European Union (19 countries) in OECD,2007,18.4780635363749
European Union (19 countries) in OECD,2008,18.0736495761695
European Union (19 countries) in OECD,2009,17.5219489437114
European Union (19 countries) in OECD,2010,16.9248678854895
European Union (19 countries) in OECD,2011,17.0580262645476
European Union (19 countries) in OECD,2012,16.7319599275883
European Union (19 countries) in OECD,2013,16.6253255377289
European Union (19 countries) in OECD,2014,16.6621007646684
European Union (19 countries) in OECD,2015,16.1197341360517
European Union (19 countries) in OECD,2016,15.6728012835824
European Union (19 countries) in OECD,2017,15.3031467499468
European Union (19 countries) in OECD,2018,15.2769468956737
European Union (19 countries) in OECD,2019,14.4830080459423
European Union (19 countries) in OECD,2020,13.5193709233044
European Union (19 countries) in OECD,2021,13.1991100593068
European Union (19 countries) in OECD,2022,12.8911567230316
European Union (19 countries) in OECD,2023,13.1063219364947
European Union (19 countries) in OECD,2024,
European Union (27 countries),1970,
European Union (27 countries),1971,
European Union (27 countries),1972,
European Union (27 countries),1973,
European Union (27 countries),1974,
European Union (27 countries),1975,
European Union (27 countries),1976,
European Union (27 countries),1977,
European Union (27 countries),1978,
European Union (27 countries),1979,
European Union (27 countries),1980,
European Union (27 countries),1981,
European Union (27 countries),1982,
European Union (27 countries),1983,
European Union (27 countries),1984,
European Union (27 countries),1985,
European Union (27 countries),1986,
European Union (27 countries),1987,
European Union (27 countries),1988,
European Union (27 countries),1989,
European Union (27 countries),1990,
European Union (27 countries),1991,
European Union (27 countries),1992,
European Union (27 countries),1993,
European Union (27 countries),1994,
European Union (27 countries),1995,20.4619000091364
European Union (27 countries),1996,20.4142065498182
European Union (27 countries),1997,20.521390205299
European Union (27 countries),1998,20.5992912729509
European Union (27 countries),1999,20.5461704998636
European Union (27 countries),2000,20.5496858501737
European Union (27 countries),2001,20.4048154294091
European Union (27 countries),2002,19.9990190455641
European Union (27 countries),2003,18.7900073853443
European Union (27 countries),2004,18.2361584796117
European Union (27 countries),2005,17.8305360785942
European Union (27 countries),2006,17.2477738204778
European Union (27 countries),2007,17.2651524349325
European Union (27 countries),2008,17.0460672285898
European Union (27 countries),2009,16.526823962376
European Union (27 countries),2010,15.9519809403148
European Union (27 countries),2011,16.1132355587587
European Union (27 countries),2012,16.0019344383449
European Union (27 countries),2013,15.8194257232667
European Union (27 countries),2014,15.6811386640778
European Union (27 countries),2015,15.2994723974582
European Union (27 countries),2016,14.9033637244805
European Union (27 countries),2017,14.6703348362084
European Union (27 countries),2018,14.8438325555667
European Union (27 countries),2019,14.4072557419653
European Union (27 countries),2020,13.326011338168
European Union (27 countries),2021,13.0747439792664
European Union (27 countries),2022,12.5913333887852
European Union (27 countries),2023,13.0255641815222
European Union (27 countries),2024,
Finland,1970,
Finland,1971,
Finland,1972,
Finland,1973,
Finland,1974,
Finland,1975,
Finland,1976,
Finland,1977,0.0
Finland,1978,32.07126949
Finland,1979,31.4
Finland,1980,30.52031821
Finland,1981,
Finland,1982,31.23209169
Finland,1983,29.50483896
Finland,1984,28.09123649
Finland,1985,
Finland,1986,26.57178813
Finland,1987,26.71102662
Finland,1988,26.07174103
Finland,1989,26.14803578
Finland,1990,25.50154546
Finland,1991,24.72910965
Finland,1992,23.40214371
Finland,1993,24.099157
Finland,1994,25.37554347
Finland,1995,23.87035872
Finland,1996,21.61250427
Finland,1997,23.10996206
Finland,1998,24.29358381
Finland,1999,22.6874298
Finland,2000,23.32688588
Finland,2001,24.43527498
Finland,2002,23.68939461
Finland,2003,23.26887265
Finland,2004,22.32711367
Finland,2005,22.05298895
Finland,2006,22.44986922
Finland,2007,23.21945427
Finland,2008,24.58989578
Finland,2009,23.14183955
Finland,2010,20.60851285
Finland,2011,22.14216374
Finland,2012,21.08223102
Finland,2013,21.83030478
Finland,2014,21.62710078
Finland,2015,20.56484892
Finland,2016,19.13298896
Finland,2017,19.42833015
Finland,2018,21.48266935
Finland,2019,20.46000687
Finland,2020,18.41404903
Finland,2021,18.8823117
Finland,2022,18.74048835
Finland,2023,18.78865167
Finland,2024,
France,1970,
France,1971,
France,1972,
France,1973,
France,1974,
France,1975,
France,1976,
France,1977,
France,1978,
France,1979,
France,1980,
France,1981,
France,1982,
France,1983,
France,1984,
France,1985,
France,1986,
France,1987,
France,1988,
France,1989,
France,1990,
France,1991,
France,1992,
France,1993,
France,1994,
France,1995,
France,1996,
France,1997,
France,1998,
France,1999,
France,2000,
France,2001,
France,2002,17.16363879
France,2003,
France,2004,
France,2005,
France,2006,17.07865188
France,2007,
France,2008,
France,2009,
France,2010,16.29466364
France,2011,
France,2012,
France,2013,
France,2014,16.32689328
France,2015,
France,2016,
France,2017,
France,2018,17.38152012
France,2019,
France,2020,
France,2021,
France,2022,13.02726273
France,2023,10.21883723
France,2024,
Germany,1970,
Germany,1971,
Germany,1972,
Germany,1973,
Germany,1974,
Germany,1975,
Germany,1976,
Germany,1977,
Germany,1978,
Germany,1979,
Germany,1980,
Germany,1981,
Germany,1982,
Germany,1983,
Germany,1984,
Germany,1985,
Germany,1986,
Germany,1987,
Germany,1988,
Germany,1989,
Germany,1990,
Germany,1991,
Germany,1992,28.10854355
Germany,1993,26.36393266
Germany,1994,24.79712815
Germany,1995,24.14456264
Germany,1996,24.74596381
Germany,1997,24.11843001
Germany,1998,24.15367115
Germany,1999,22.92251381
Germany,2000,24.22984466
Germany,2001,23.29224464
Germany,2002,22.54637674
Germany,2003,24.10006933
Germany,2004,23.9407044
Germany,2005,21.4894744
Germany,2006,20.9587304
Germany,2007,20.75576901
Germany,2008,21.39172928
Germany,2009,19.27251993
Germany,2010,17.16324637
Germany,2011,22.05899117
Germany,2012,19.05897491
Germany,2013,18.90548746
Germany,2014,19.40975
Germany,2015,17.9959007
Germany,2016,19.16267032
Germany,2017,16.84782112
Germany,2018,18.58741694
Germany,2019,17.328814
Germany,2020,16.79650079
Germany,2021,18.74655433
Germany,2022,18.51478393
Germany,2023,17.33614406
Germany,2024,
Greece,1970,
Greece,1971,
Greece,1972,
Greece,1973,
Greece,1974,
Greece,1975,
Greece,1976,
Greece,1977,
Greece,1978,
Greece,1979,
Greece,1980,
Greece,1981,
Greece,1982,
Greece,1983,
Greece,1984,
Greece,1985,
Greece,1986,
Greece,1987,
Greece,1988,
Greece,1989,
Greece,1990,
Greece,1991,
Greece,1992,
Greece,1993,
Greece,1994,
Greece,1995,
Greece,1996,
Greece,1997,
Greece,1998,
Greece,1999,
Greece,2000,
Greece,2001,
Greece,2002,27.53857646
Greece,2003,
Greece,2004,
Greece,2005,
Greece,2006,22.62413959
Greece,2007,
Greece,2008,
Greece,2009,
Greece,2010,17.08334338
Greece,2011,
Greece,2012,
Greece,2013,
Greece,2014,13.84178589
Greece,2015,
Greece,2016,
Greece,2017,
Greece,2018,14.80508214
Greece,2019,
Greece,2020,
Greece,2021,
Greece,2022,14.74222892
Greece,2023,15.01991997
Greece,2024,
Hungary,1970,
Hungary,1971,
Hungary,1972,
Hungary,1973,
Hungary,1974,
Hungary,1975,
Hungary,1976,
Hungary,1977,
Hungary,1978,
Hungary,1979,
Hungary,1980,
Hungary,1981,
Hungary,1982,
Hungary,1983,
Hungary,1984,
Hungary,1985,
Hungary,1986,0.0
Hungary,1987,
Hungary,1988,
Hungary,1989,26.38775842
Hungary,1990,
Hungary,1991,
Hungary,1992,18.47071716
Hungary,1993,9.474946225
Hungary,1994,19.00836959
Hungary,1995,19.26054278
Hungary,1996,21.12239725
Hungary,1997,0.0
Hungary,1998,20.28389167
Hungary,1999,21.04683074
Hungary,2000,21.01301752
Hungary,2001,20.71374088
Hungary,2002,16.63164992
Hungary,2003,12.16853092
Hungary,2004,12.03005621
Hungary,2005,13.90878078
Hungary,2006,12.3076018
Hungary,2007,14.43914139
Hungary,2008,14.1561576
Hungary,2009,15.09070541
Hungary,2010,16.51276848
Hungary,2011,16.31912167
Hungary,2012,20.01431435
Hungary,2013,18.41246031
Hungary,2014,15.09044194
Hungary,2015,17.35471095
Hungary,2016,17.19342849
Hungary,2017,15.34988187
Hungary,2018,13.73229971
Hungary,2019,18.57943254
Hungary,2020,17.61490601
Hungary,2021,17.92277183
Hungary,2022,18.95054372
Hungary,2023,19.03270009
Hungary,2024,
Iceland,1970,
Iceland,1971,
Iceland,1972,
Iceland,1973,
Iceland,1974,
Iceland,1975,
Iceland,1976,
Iceland,1977,
Iceland,1978,
Iceland,1979,
Iceland,1980,
Iceland,1981,
Iceland,1982,
Iceland,1983,
Iceland,1984,
Iceland,1985,
Iceland,1986,
Iceland,1987,
Iceland,1988,
Iceland,1989,
Iceland,1990,
Iceland,1991,
Iceland,1992,
Iceland,1993,
Iceland,1994,
Iceland,1995,
Iceland,1996,
Iceland,1997,
Iceland,1998,
Iceland,1999,
Iceland,2000,
Iceland,2001,
